Grantor EIN,Grantor Name,Recipient EIN,Recipient Name,Cash Grant Amount,Grantor/Recipient Type
311640316,SCHWAB CHARITABLE FUND,43296043,FUND FOR CHARITABLE GIVING,"$6,726 ",Nat-to-Nat
311640316,SCHWAB CHARITABLE FUND,46010342,BANK OF AMERICA CHARITABLE GIFT FUND 215-099008533496,"$1,425,860 ",Nat-to-Nat
311640316,SCHWAB CHARITABLE FUND,61676688,DECHOMAI FOUNDATION INC,"$24,200 ",Nat-to-Nat
311640316,SCHWAB CHARITABLE FUND,110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,"$120,864,512 ",Nat-to-Nat
311640316,SCHWAB CHARITABLE FUND,133848582,FJC,"$269,057 ",Nat-to-Nat
311640316,SCHWAB CHARITABLE FUND,136082763,RUDOLF STEINER FOUNDATION INC,"$995,750 ",Nat-to-Nat
311640316,SCHWAB CHARITABLE FUND,137111099,BESSEMER NATIONAL GIFT FUND,"$632,530 ",Nat-to-Nat
311640316,SCHWAB CHARITABLE FUND,141782466,AYCO CHARITABLE FOUNDATION,"$179,984 ",Nat-to-Nat
311640316,SCHWAB CHARITABLE FUND,200849590,GREATER HORIZONS,"$4,929,756 ",Nat-to-Nat
311640316,SCHWAB CHARITABLE FUND,204286082,UNITED CHARITABLE,"$20,001 ",Nat-to-Nat
311640316,SCHWAB CHARITABLE FUND,232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,"$26,383,102 ",Nat-to-Nat
311640316,SCHWAB CHARITABLE FUND,237825575,NATIONAL PHILANTHROPIC TR,"$14,713,511 ",Nat-to-Nat
311640316,SCHWAB CHARITABLE FUND,260724604,DECHOMAI ASSET TRUST,"$25,501,739 ",Nat-to-Nat
311640316,SCHWAB CHARITABLE FUND,262048480,IMPACTASSETS INC,"$1,310,491 ",Nat-to-Nat
311640316,SCHWAB CHARITABLE FUND,272499903,MIGHTYCAUSE CHARITABLE FOUNDATION,"$24,580 ",Nat-to-Nat
311640316,SCHWAB CHARITABLE FUND,274357830,NEMA FOUNDATION INC,"$65,500 ",Nat-to-Nat
311640316,SCHWAB CHARITABLE FUND,300233491,JOHNSON CHARITABLE GIFT FUND,"$31,414 ",Nat-to-Nat
311640316,SCHWAB CHARITABLE FUND,300748315,BNY MELLON CHARITABLE GIFT FUND,"$14,074,851 ",Nat-to-Nat
311640316,SCHWAB CHARITABLE FUND,311663020,THE US CHARITABLE GIFT TRUST,"$2,035,595 ",Nat-to-Nat
311640316,SCHWAB CHARITABLE FUND,311709466,T ROWE PRICE PROGRAM FOR CHARITABLE GIVING INC,"$9,538 ",Nat-to-Nat
311640316,SCHWAB CHARITABLE FUND,311774905,GOLDMAN SACHS PHILANTHROPY FUND,"$15,394,506 ",Nat-to-Nat
311640316,SCHWAB CHARITABLE FUND,341747398,AMERICAN ENDOWMENT FOUNDATION,"$35,643,114 ",Nat-to-Nat
311640316,SCHWAB CHARITABLE FUND,352129262,RENAISSANCE CHARITABLE FOUNDATION INC,"$5,052,044 ",Nat-to-Nat
311640316,SCHWAB CHARITABLE FUND,431634280,CHARITIES AID FOUNDATION AMERICA,"$1,766,217 ",Nat-to-Nat
311640316,SCHWAB CHARITABLE FUND,431890105,SERVANT FOUNDATION,"$1,240,014 ",Nat-to-Nat
311640316,SCHWAB CHARITABLE FUND,454602256,CAUZE CHARITABLE FUND,"$11,000 ",Nat-to-Nat
311640316,SCHWAB CHARITABLE FUND,454678325,BRADLEY IMPACT FUND INC,"$1,541,000 ",Nat-to-Nat
311640316,SCHWAB CHARITABLE FUND,473574130,IMPACT INVESTING CHARITABLE FOUNDATION INC,"$1,156,471 ",Nat-to-Nat
311640316,SCHWAB CHARITABLE FUND,474172718,GIVINGA FOUNDATION INC,"$48,500 ",Nat-to-Nat
311640316,SCHWAB CHARITABLE FUND,474844275,THE DONORS FUND,"$1,285,462 ",Nat-to-Nat
311640316,SCHWAB CHARITABLE FUND,510198509,TIDES FOUNDATION,"$1,105,901 ",Nat-to-Nat
311640316,SCHWAB CHARITABLE FUND,516506426,AMERICAN GIFT FUND,"$76,912 ",Nat-to-Nat
311640316,SCHWAB CHARITABLE FUND,522166327,DONORS TRUST INC,"$500,000 ",Nat-to-Nat
311640316,SCHWAB CHARITABLE FUND,527082731,MORGAN STANLEY GLOBAL IMPACT FUNDING TRUST INC,"$6,794,898 ",Nat-to-Nat
311640316,SCHWAB CHARITABLE FUND,593652538,RAYMOND JAMES CHARITABLE ENDOWMENT FUND,"$2,583,251 ",Nat-to-Nat
311640316,SCHWAB CHARITABLE FUND,710992446,KIVA MICROFUNDS,"$45,508 ",Nat-to-Nat
311640316,SCHWAB CHARITABLE FUND,812576201,THE INDEPENDENT CHARITABLE GIFT FUND,"$817,537 ",Nat-to-Nat
311640316,SCHWAB CHARITABLE FUND,821517696,AMALGAMATED CHARITABLE FOUNDATION INC,"$1,095,190 ",Nat-to-Nat
311640316,SCHWAB CHARITABLE FUND,842049692,STIFEL CHARITABLE INC,"$781,806 ",Nat-to-Nat
311640316,SCHWAB CHARITABLE FUND,863177440,DAFFY CHARITABLE FUND,"$2,189,655 ",Nat-to-Nat
311640316,SCHWAB CHARITABLE FUND,943136771,PHILANTHROPIC VENTURES FOUNDATION,"$330,400 ",Nat-to-Nat
311640316,SCHWAB CHARITABLE FUND,954124436,THE FULLER FOUNDATION,"$52,000 ",Nat-to-Nat
311663020,THE US CHARITABLE GIFT TRUST,46010342,BANK OF AMERICA CHARITABLE GIFT FUND 215-099008533496,"$1,481,876 ",Nat-to-Nat
311663020,THE US CHARITABLE GIFT TRUST,110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,"$6,219,851 ",Nat-to-Nat
311663020,THE US CHARITABLE GIFT TRUST,204286082,UNITED CHARITABLE,"$8,500 ",Nat-to-Nat
311663020,THE US CHARITABLE GIFT TRUST,232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,"$104,879 ",Nat-to-Nat
311663020,THE US CHARITABLE GIFT TRUST,237825575,NATIONAL PHILANTHROPIC TR,"$586,845 ",Nat-to-Nat
311663020,THE US CHARITABLE GIFT TRUST,311640316,SCHWAB CHARITABLE FUND,"$6,025,850 ",Nat-to-Nat
311663020,THE US CHARITABLE GIFT TRUST,311774905,GOLDMAN SACHS PHILANTHROPY FUND,"$126,580 ",Nat-to-Nat
311663020,THE US CHARITABLE GIFT TRUST,341747398,AMERICAN ENDOWMENT FOUNDATION,"$5,354,322 ",Nat-to-Nat
311663020,THE US CHARITABLE GIFT TRUST,352129262,RENAISSANCE CHARITABLE FOUNDATION INC,"$1,547,088 ",Nat-to-Nat
311663020,THE US CHARITABLE GIFT TRUST,510198509,TIDES FOUNDATION,"$16,100 ",Nat-to-Nat
311663020,THE US CHARITABLE GIFT TRUST,527082731,MORGAN STANLEY GLOBAL IMPACT FUNDING TRUST INC,"$224,997 ",Nat-to-Nat
311663020,THE US CHARITABLE GIFT TRUST,593652538,RAYMOND JAMES CHARITABLE ENDOWMENT FUND,"$189,329 ",Nat-to-Nat
311663020,THE US CHARITABLE GIFT TRUST,812576201,THE INDEPENDENT CHARITABLE GIFT FUND,"$340,860 ",Nat-to-Nat
311663020,THE US CHARITABLE GIFT TRUST,842049692,STIFEL CHARITABLE INC,"$26,643 ",Nat-to-Nat
311709466,T ROWE PRICE PROGRAM FOR CHARITABLE GIVING INC,46010342,BANK OF AMERICA CHARITABLE GIFT FUND 215-099008533496,"$19,687 ",Nat-to-Nat
311709466,T ROWE PRICE PROGRAM FOR CHARITABLE GIVING INC,110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,"$356,094 ",Nat-to-Nat
311709466,T ROWE PRICE PROGRAM FOR CHARITABLE GIVING INC,232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,"$116,871 ",Nat-to-Nat
311709466,T ROWE PRICE PROGRAM FOR CHARITABLE GIVING INC,237825575,NATIONAL PHILANTHROPIC TR,"$32,612 ",Nat-to-Nat
311709466,T ROWE PRICE PROGRAM FOR CHARITABLE GIVING INC,311640316,SCHWAB CHARITABLE FUND,"$942,097 ",Nat-to-Nat
311709466,T ROWE PRICE PROGRAM FOR CHARITABLE GIVING INC,311709466,T ROWE PRICE PROGRAM FOR CHARITABLE GIVING INC,"$22,080 ",Nat-to-Nat
311709466,T ROWE PRICE PROGRAM FOR CHARITABLE GIVING INC,352129262,RENAISSANCE CHARITABLE FOUNDATION INC,"$28,611 ",Nat-to-Nat
311709466,T ROWE PRICE PROGRAM FOR CHARITABLE GIVING INC,431634280,CHARITIES AID FOUNDATION AMERICA,"$359,773 ",Nat-to-Nat
311709466,T ROWE PRICE PROGRAM FOR CHARITABLE GIVING INC,510198509,TIDES FOUNDATION,"$11,300 ",Nat-to-Nat
311709466,T ROWE PRICE PROGRAM FOR CHARITABLE GIVING INC,812576201,THE INDEPENDENT CHARITABLE GIFT FUND,"$136,952 ",Nat-to-Nat
311709466,T ROWE PRICE PROGRAM FOR CHARITABLE GIVING INC,821517696,AMALGAMATED CHARITABLE FOUNDATION INC,"$15,000 ",Nat-to-Nat
311709466,T ROWE PRICE PROGRAM FOR CHARITABLE GIVING INC,943136771,PHILANTHROPIC VENTURES FOUNDATION,"$500,000 ",Nat-to-Nat
311774905,GOLDMAN SACHS PHILANTHROPY FUND,46010342,BANK OF AMERICA CHARITABLE GIFT FUND 215-099008533496,"$811,448 ",Nat-to-Nat
311774905,GOLDMAN SACHS PHILANTHROPY FUND,110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,"$11,749,063 ",Nat-to-Nat
311774905,GOLDMAN SACHS PHILANTHROPY FUND,113813663,GOLDMAN SACHS CHARITABLE GIFT FUND,"$533,951 ",Nat-to-Nat
311774905,GOLDMAN SACHS PHILANTHROPY FUND,133848582,FJC,"$165,000 ",Nat-to-Nat
311774905,GOLDMAN SACHS PHILANTHROPY FUND,136082763,RUDOLF STEINER FOUNDATION INC,"$25,000 ",Nat-to-Nat
311774905,GOLDMAN SACHS PHILANTHROPY FUND,141782466,AYCO CHARITABLE FOUNDATION,"$49,057 ",Nat-to-Nat
311774905,GOLDMAN SACHS PHILANTHROPY FUND,232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,"$272,000 ",Nat-to-Nat
311774905,GOLDMAN SACHS PHILANTHROPY FUND,237825575,NATIONAL PHILANTHROPIC TR,"$163,131,376 ",Nat-to-Nat
311774905,GOLDMAN SACHS PHILANTHROPY FUND,260724604,DECHOMAI ASSET TRUST,"$750,000 ",Nat-to-Nat
311774905,GOLDMAN SACHS PHILANTHROPY FUND,262048480,IMPACTASSETS INC,"$25,000 ",Nat-to-Nat
311774905,GOLDMAN SACHS PHILANTHROPY FUND,300748315,BNY MELLON CHARITABLE GIFT FUND,"$10,337 ",Nat-to-Nat
311774905,GOLDMAN SACHS PHILANTHROPY FUND,311640316,SCHWAB CHARITABLE FUND,"$9,711,493 ",Nat-to-Nat
311774905,GOLDMAN SACHS PHILANTHROPY FUND,341747398,AMERICAN ENDOWMENT FOUNDATION,"$625,933 ",Nat-to-Nat
311774905,GOLDMAN SACHS PHILANTHROPY FUND,352129262,RENAISSANCE CHARITABLE FOUNDATION INC,"$259,050 ",Nat-to-Nat
311774905,GOLDMAN SACHS PHILANTHROPY FUND,431634280,CHARITIES AID FOUNDATION AMERICA,"$169,607 ",Nat-to-Nat
311774905,GOLDMAN SACHS PHILANTHROPY FUND,431890105,SERVANT FOUNDATION,"$510,000 ",Nat-to-Nat
311774905,GOLDMAN SACHS PHILANTHROPY FUND,473574130,IMPACT INVESTING CHARITABLE FOUNDATION INC,"$125,021 ",Nat-to-Nat
311774905,GOLDMAN SACHS PHILANTHROPY FUND,474844275,THE DONORS FUND,"$725,900 ",Nat-to-Nat
311774905,GOLDMAN SACHS PHILANTHROPY FUND,510198509,TIDES FOUNDATION,"$1,094,750 ",Nat-to-Nat
311774905,GOLDMAN SACHS PHILANTHROPY FUND,527082731,MORGAN STANLEY GLOBAL IMPACT FUNDING TRUST INC,"$5,464,146 ",Nat-to-Nat
311774905,GOLDMAN SACHS PHILANTHROPY FUND,593652538,RAYMOND JAMES CHARITABLE ENDOWMENT FUND,"$232,905 ",Nat-to-Nat
311774905,GOLDMAN SACHS PHILANTHROPY FUND,821517696,AMALGAMATED CHARITABLE FOUNDATION INC,"$3,457,200 ",Nat-to-Nat
311774905,GOLDMAN SACHS PHILANTHROPY FUND,943136771,PHILANTHROPIC VENTURES FOUNDATION,"$36,000 ",Nat-to-Nat
341747398,AMERICAN ENDOWMENT FOUNDATION,46010342,BANK OF AMERICA CHARITABLE GIFT FUND 215-099008533496,"$1,787,943 ",Nat-to-Nat
341747398,AMERICAN ENDOWMENT FOUNDATION,110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,"$48,895,763 ",Nat-to-Nat
341747398,AMERICAN ENDOWMENT FOUNDATION,141782466,AYCO CHARITABLE FOUNDATION,"$888,983 ",Nat-to-Nat
341747398,AMERICAN ENDOWMENT FOUNDATION,200849590,GREATER HORIZONS,"$3,422,280 ",Nat-to-Nat
341747398,AMERICAN ENDOWMENT FOUNDATION,204286082,UNITED CHARITABLE,"$97,845 ",Nat-to-Nat
341747398,AMERICAN ENDOWMENT FOUNDATION,232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,"$48,134,507 ",Nat-to-Nat
341747398,AMERICAN ENDOWMENT FOUNDATION,237825575,NATIONAL PHILANTHROPIC TR,"$109,928,618 ",Nat-to-Nat
341747398,AMERICAN ENDOWMENT FOUNDATION,260724604,DECHOMAI ASSET TRUST,"$9,500 ",Nat-to-Nat
341747398,AMERICAN ENDOWMENT FOUNDATION,262048480,IMPACTASSETS INC,"$9,574,472 ",Nat-to-Nat
341747398,AMERICAN ENDOWMENT FOUNDATION,274357830,NEMA FOUNDATION INC,"$140,000 ",Nat-to-Nat
341747398,AMERICAN ENDOWMENT FOUNDATION,300748315,BNY MELLON CHARITABLE GIFT FUND,"$47,278 ",Nat-to-Nat
341747398,AMERICAN ENDOWMENT FOUNDATION,311640316,SCHWAB CHARITABLE FUND,"$32,418,448 ",Nat-to-Nat
341747398,AMERICAN ENDOWMENT FOUNDATION,311663020,THE US CHARITABLE GIFT TRUST,"$184,629 ",Nat-to-Nat
341747398,AMERICAN ENDOWMENT FOUNDATION,311774905,GOLDMAN SACHS PHILANTHROPY FUND,"$1,394,918 ",Nat-to-Nat
341747398,AMERICAN ENDOWMENT FOUNDATION,352129262,RENAISSANCE CHARITABLE FOUNDATION INC,"$7,164,560 ",Nat-to-Nat
341747398,AMERICAN ENDOWMENT FOUNDATION,431634280,CHARITIES AID FOUNDATION AMERICA,"$416,226 ",Nat-to-Nat
341747398,AMERICAN ENDOWMENT FOUNDATION,431890105,SERVANT FOUNDATION,"$546,661 ",Nat-to-Nat
341747398,AMERICAN ENDOWMENT FOUNDATION,454678325,BRADLEY IMPACT FUND INC,"$25,632,166 ",Nat-to-Nat
341747398,AMERICAN ENDOWMENT FOUNDATION,473574130,IMPACT INVESTING CHARITABLE FOUNDATION INC,"$1,098,000 ",Nat-to-Nat
341747398,AMERICAN ENDOWMENT FOUNDATION,474844275,THE DONORS FUND,"$21,567 ",Nat-to-Nat
341747398,AMERICAN ENDOWMENT FOUNDATION,516506426,AMERICAN GIFT FUND,"$38,320 ",Nat-to-Nat
341747398,AMERICAN ENDOWMENT FOUNDATION,527082731,MORGAN STANLEY GLOBAL IMPACT FUNDING TRUST INC,"$9,651,662 ",Nat-to-Nat
341747398,AMERICAN ENDOWMENT FOUNDATION,593652538,RAYMOND JAMES CHARITABLE ENDOWMENT FUND,"$544,175 ",Nat-to-Nat
341747398,AMERICAN ENDOWMENT FOUNDATION,812576201,THE INDEPENDENT CHARITABLE GIFT FUND,"$2,155,366 ",Nat-to-Nat
341747398,AMERICAN ENDOWMENT FOUNDATION,813222963,THE GIVECLEAR FOUNDATION / TIFIN,"$23,534 ",Nat-to-Nat
341747398,AMERICAN ENDOWMENT FOUNDATION,821517696,AMALGAMATED CHARITABLE FOUNDATION INC,"$92,000 ",Nat-to-Nat
341747398,AMERICAN ENDOWMENT FOUNDATION,842049692,STIFEL CHARITABLE INC,"$1,059,277 ",Nat-to-Nat
341747398,AMERICAN ENDOWMENT FOUNDATION,863177440,DAFFY CHARITABLE FUND,"$2,352,597 ",Nat-to-Nat
341747398,AMERICAN ENDOWMENT FOUNDATION,943136771,PHILANTHROPIC VENTURES FOUNDATION,"$7,500 ",Nat-to-Nat
341747398,AMERICAN ENDOWMENT FOUNDATION,954124436,THE FULLER FOUNDATION,"$11,000 ",Nat-to-Nat
396659806,HILLS BANK DONOR ADVISED GIFT FUND,352129262,RENAISSANCE CHARITABLE FOUNDATION INC,"$45,513 ",Nat-to-Nat
412010078,THE AMERICAN CENTER FOR PHILANTHROPY INC,311640316,SCHWAB CHARITABLE FUND,"$1,848,053 ",Nat-to-Nat
431634280,CHARITIES AID FOUNDATION AMERICA,110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,"$2,559,658 ",Nat-to-Nat
431634280,CHARITIES AID FOUNDATION AMERICA,262048480,IMPACTASSETS INC,"$10,000 ",Nat-to-Nat
431634280,CHARITIES AID FOUNDATION AMERICA,272499903,MIGHTYCAUSE CHARITABLE FOUNDATION,"$20,528 ",Nat-to-Nat
431634280,CHARITIES AID FOUNDATION AMERICA,341747398,AMERICAN ENDOWMENT FOUNDATION,"$100,000 ",Nat-to-Nat
431634280,CHARITIES AID FOUNDATION AMERICA,431634280,CHARITIES AID FOUNDATION AMERICA,"$1,532,302 ",Nat-to-Nat
431634280,CHARITIES AID FOUNDATION AMERICA,460942102,BLACKBAUD GIVING FUND,"$1,322,928 ",Nat-to-Nat
431634280,CHARITIES AID FOUNDATION AMERICA,510198509,TIDES FOUNDATION,"$8,357 ",Nat-to-Nat
431634280,CHARITIES AID FOUNDATION AMERICA,710992446,KIVA MICROFUNDS,"$6,635 ",Nat-to-Nat
431634280,CHARITIES AID FOUNDATION AMERICA,812279757,GOFUNDME ORG,"$23,948 ",Nat-to-Nat
431634280,CHARITIES AID FOUNDATION AMERICA,943136771,PHILANTHROPIC VENTURES FOUNDATION,"$7,500 ",Nat-to-Nat
431890105,SERVANT FOUNDATION,110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,"$3,199,766 ",Nat-to-Nat
431890105,SERVANT FOUNDATION,200849590,GREATER HORIZONS,"$8,540 ",Nat-to-Nat
431890105,SERVANT FOUNDATION,232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,"$19,500 ",Nat-to-Nat
431890105,SERVANT FOUNDATION,274357830,NEMA FOUNDATION INC,"$19,236 ",Nat-to-Nat
431890105,SERVANT FOUNDATION,311640316,SCHWAB CHARITABLE FUND,"$587,421 ",Nat-to-Nat
431890105,SERVANT FOUNDATION,341747398,AMERICAN ENDOWMENT FOUNDATION,"$824,006 ",Nat-to-Nat
431890105,SERVANT FOUNDATION,352129262,RENAISSANCE CHARITABLE FOUNDATION INC,"$1,523,245 ",Nat-to-Nat
431890105,SERVANT FOUNDATION,431634280,CHARITIES AID FOUNDATION AMERICA,"$16,600 ",Nat-to-Nat
431890105,SERVANT FOUNDATION,473574130,IMPACT INVESTING CHARITABLE FOUNDATION INC,"$457,250 ",Nat-to-Nat
431890105,SERVANT FOUNDATION,527082731,MORGAN STANLEY GLOBAL IMPACT FUNDING TRUST INC,"$192,608 ",Nat-to-Nat
431890105,SERVANT FOUNDATION,593652538,RAYMOND JAMES CHARITABLE ENDOWMENT FUND,"$1,738,960 ",Nat-to-Nat
431890105,SERVANT FOUNDATION,813222963,THE GIVECLEAR FOUNDATION / TIFIN,"$16,414 ",Nat-to-Nat
450931286,PAYPAL CHARITABLE GIVING FUND,133848582,FJC,"$10,048 ",Nat-to-Nat
450931286,PAYPAL CHARITABLE GIVING FUND,474844275,THE DONORS FUND,"$46,354,413 ",Nat-to-Nat
450931286,PAYPAL CHARITABLE GIVING FUND,680480736,NETWORK FOR GOOD INC,"$77,707 ",Nat-to-Nat
450931286,PAYPAL CHARITABLE GIVING FUND,710992446,KIVA MICROFUNDS,"$11,107 ",Nat-to-Nat
450931286,PAYPAL CHARITABLE GIVING FUND,810739440,AMERICAN ONLINE GIVING FOUNDATION INC,"$1,352,053 ",Nat-to-Nat
450931286,PAYPAL CHARITABLE GIVING FUND,812279757,GOFUNDME ORG,"$25,218 ",Nat-to-Nat
450931286,PAYPAL CHARITABLE GIVING FUND,821517696,AMALGAMATED CHARITABLE FOUNDATION INC,"$25,000 ",Nat-to-Nat
450931286,PAYPAL CHARITABLE GIVING FUND,863177440,DAFFY CHARITABLE FUND,"$59,930 ",Nat-to-Nat
450931286,PAYPAL CHARITABLE GIVING FUND,943136771,PHILANTHROPIC VENTURES FOUNDATION,"$11,784 ",Nat-to-Nat
454678325,BRADLEY IMPACT FUND INC,450931286,PAYPAL CHARITABLE GIVING FUND,"$2,500,000 ",Nat-to-Nat
473574130,IMPACT INVESTING CHARITABLE FOUNDATION INC,110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,"$180,453 ",Nat-to-Nat
473574130,IMPACT INVESTING CHARITABLE FOUNDATION INC,311640316,SCHWAB CHARITABLE FUND,"$129,316 ",Nat-to-Nat
473574130,IMPACT INVESTING CHARITABLE FOUNDATION INC,431890105,SERVANT FOUNDATION,"$108,705 ",Nat-to-Nat
473574130,IMPACT INVESTING CHARITABLE FOUNDATION INC,812375745,IMPACT INVESTING CHARITABLE TRUST,"$94,378,760 ",Nat-to-Nat
510198509,TIDES FOUNDATION,262048480,IMPACTASSETS INC,"$154,510 ",Nat-to-Nat
510198509,TIDES FOUNDATION,431634280,CHARITIES AID FOUNDATION AMERICA,"$19,550 ",Nat-to-Nat
510198509,TIDES FOUNDATION,450931286,PAYPAL CHARITABLE GIVING FUND,"$300,000 ",Nat-to-Nat
510198509,TIDES FOUNDATION,474172718,GIVINGA FOUNDATION INC,"$30,000 ",Nat-to-Nat
510198509,TIDES FOUNDATION,810739440,AMERICAN ONLINE GIVING FOUNDATION INC,"$1,415,129 ",Nat-to-Nat
510198509,TIDES FOUNDATION,821517696,AMALGAMATED CHARITABLE FOUNDATION INC,"$359,407 ",Nat-to-Nat
516506426,AMERICAN GIFT FUND,110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,"$641,049 ",Nat-to-Nat
516506426,AMERICAN GIFT FUND,237825575,NATIONAL PHILANTHROPIC TR,"$35,616 ",Nat-to-Nat
516506426,AMERICAN GIFT FUND,311640316,SCHWAB CHARITABLE FUND,"$148,582 ",Nat-to-Nat
516506426,AMERICAN GIFT FUND,311663020,THE US CHARITABLE GIFT TRUST,"$494,168 ",Nat-to-Nat
516506426,AMERICAN GIFT FUND,311774905,GOLDMAN SACHS PHILANTHROPY FUND,"$132,013 ",Nat-to-Nat
516506426,AMERICAN GIFT FUND,341747398,AMERICAN ENDOWMENT FOUNDATION,"$94,747 ",Nat-to-Nat
516506426,AMERICAN GIFT FUND,352129262,RENAISSANCE CHARITABLE FOUNDATION INC,"$3,341,768 ",Nat-to-Nat
516506426,AMERICAN GIFT FUND,431634280,CHARITIES AID FOUNDATION AMERICA,"$25,000 ",Nat-to-Nat
516506426,AMERICAN GIFT FUND,527082731,MORGAN STANLEY GLOBAL IMPACT FUNDING TRUST INC,"$779,392 ",Nat-to-Nat
516506426,AMERICAN GIFT FUND,710992446,KIVA MICROFUNDS,"$5,750 ",Nat-to-Nat
516506426,AMERICAN GIFT FUND,863177440,DAFFY CHARITABLE FUND,"$17,009 ",Nat-to-Nat
522166327,DONORS TRUST INC,110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,"$1,339,708 ",Nat-to-Nat
522166327,DONORS TRUST INC,260724604,DECHOMAI ASSET TRUST,"$100,650,000 ",Nat-to-Nat
522166327,DONORS TRUST INC,341747398,AMERICAN ENDOWMENT FOUNDATION,"$489,757 ",Nat-to-Nat
522166327,DONORS TRUST INC,431634280,CHARITIES AID FOUNDATION AMERICA,"$10,460 ",Nat-to-Nat
522166327,DONORS TRUST INC,454678325,BRADLEY IMPACT FUND INC,"$131,625 ",Nat-to-Nat
522166327,DONORS TRUST INC,541934032,DONORS CAPITAL FUND INC,"$20,000 ",Nat-to-Nat
527082731,MORGAN STANLEY GLOBAL IMPACT FUNDING TRUST INC,46010342,BANK OF AMERICA CHARITABLE GIFT FUND 215-099008533496,"$1,603,865 ",Nat-to-Nat
527082731,MORGAN STANLEY GLOBAL IMPACT FUNDING TRUST INC,110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,"$149,778,624 ",Nat-to-Nat
527082731,MORGAN STANLEY GLOBAL IMPACT FUNDING TRUST INC,133848582,FJC,"$5,000 ",Nat-to-Nat
527082731,MORGAN STANLEY GLOBAL IMPACT FUNDING TRUST INC,136082763,RUDOLF STEINER FOUNDATION INC,"$155,000 ",Nat-to-Nat
527082731,MORGAN STANLEY GLOBAL IMPACT FUNDING TRUST INC,137111099,BESSEMER NATIONAL GIFT FUND,"$500,000 ",Nat-to-Nat
527082731,MORGAN STANLEY GLOBAL IMPACT FUNDING TRUST INC,141782466,AYCO CHARITABLE FOUNDATION,"$49,244 ",Nat-to-Nat
527082731,MORGAN STANLEY GLOBAL IMPACT FUNDING TRUST INC,232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,"$689,346 ",Nat-to-Nat
527082731,MORGAN STANLEY GLOBAL IMPACT FUNDING TRUST INC,237825575,NATIONAL PHILANTHROPIC TR,"$52,507,166 ",Nat-to-Nat
527082731,MORGAN STANLEY GLOBAL IMPACT FUNDING TRUST INC,260724604,DECHOMAI ASSET TRUST,"$115,000 ",Nat-to-Nat
527082731,MORGAN STANLEY GLOBAL IMPACT FUNDING TRUST INC,262048480,IMPACTASSETS INC,"$1,132,987 ",Nat-to-Nat
527082731,MORGAN STANLEY GLOBAL IMPACT FUNDING TRUST INC,311640316,SCHWAB CHARITABLE FUND,"$20,627,379 ",Nat-to-Nat
527082731,MORGAN STANLEY GLOBAL IMPACT FUNDING TRUST INC,311663020,THE US CHARITABLE GIFT TRUST,"$564,979 ",Nat-to-Nat
527082731,MORGAN STANLEY GLOBAL IMPACT FUNDING TRUST INC,311774905,GOLDMAN SACHS PHILANTHROPY FUND,"$1,703,398 ",Nat-to-Nat
527082731,MORGAN STANLEY GLOBAL IMPACT FUNDING TRUST INC,341747398,AMERICAN ENDOWMENT FOUNDATION,"$761,311 ",Nat-to-Nat
527082731,MORGAN STANLEY GLOBAL IMPACT FUNDING TRUST INC,352129262,RENAISSANCE CHARITABLE FOUNDATION INC,"$3,098,168 ",Nat-to-Nat
527082731,MORGAN STANLEY GLOBAL IMPACT FUNDING TRUST INC,431634280,CHARITIES AID FOUNDATION AMERICA,"$1,119,600 ",Nat-to-Nat
527082731,MORGAN STANLEY GLOBAL IMPACT FUNDING TRUST INC,431890105,SERVANT FOUNDATION,"$10,000 ",Nat-to-Nat
527082731,MORGAN STANLEY GLOBAL IMPACT FUNDING TRUST INC,473574130,IMPACT INVESTING CHARITABLE FOUNDATION INC,"$90,000 ",Nat-to-Nat
527082731,MORGAN STANLEY GLOBAL IMPACT FUNDING TRUST INC,474844275,THE DONORS FUND,"$160,000 ",Nat-to-Nat
527082731,MORGAN STANLEY GLOBAL IMPACT FUNDING TRUST INC,510198509,TIDES FOUNDATION,"$395,000 ",Nat-to-Nat
527082731,MORGAN STANLEY GLOBAL IMPACT FUNDING TRUST INC,516506426,AMERICAN GIFT FUND,"$647,365 ",Nat-to-Nat
